"file","line","has_open_div_onclick","has_class_name","class_name_value","has_onclick","has_onpointerdown","has_onkeydown","has_role_button","has_tabindex","cursor_pointer","has_aria","tag_name","classification_initial"
"src/app/components/admin/HqConsultationsPanel.tsx","187","","TRUE","flex flex-wrap items-center justify-between gap-2 mt-1 pt-2 border-t border-white/5","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqConsultationsPanel.tsx","202","","TRUE","flex flex-wrap gap-1","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqCourtStatsPanel.tsx","42","","TRUE","hq-ops-grid hq-ops-grid-3","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqCourtStatsPanel.tsx","47","","TRUE","hq-ops-grid hq-ops-grid-3","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqCourtStatsPanel.tsx","49","","TRUE","hq-panel hq-ops-court","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqCourtStatsPanel.tsx","51","","TRUE","hq-ops-court-row","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqCourtStatsPanel.tsx","55","","TRUE","hq-ops-court-row","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqCourtStatsPanel.tsx","159","","TRUE","hq-ops","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqCourtStatsPanel.tsx","160","","TRUE","hq-ops-head","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqCourtStatsPanel.tsx","161","","TRUE","min-w-0","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqCourtStatsPanel.tsx","165","","TRUE","hq-ops-meta","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqCourtStatsPanel.tsx","182","","TRUE","hq-ops-pulse","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqFold.tsx","48","","TRUE","hq-fold-head","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqFold.tsx","71","","TRUE","hq-fold-action","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqFold.tsx","73","","TRUE","hq-fold-panel","false","false","false","false","false","false","true","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqFold.tsx","80","","TRUE","hq-fold-body","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqForumAdminPanel.tsx","181","","TRUE","space-y-6","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqForumAdminPanel.tsx","228","","TRUE","grid grid-cols-2 md:grid-cols-4 gap-3","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqForumAdminPanel.tsx","258","","TRUE","hq-panel col-span-2 p-4","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqForumAdminPanel.tsx","260","","TRUE","flex flex-wrap gap-1.5","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqForumAdminPanel.tsx","269","","TRUE","hq-panel col-span-2 p-4","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqForumAdminPanel.tsx","276","","TRUE","space-y-4","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqForumAdminPanel.tsx","280","","TRUE","hq-panel p-4","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqForumAdminPanel.tsx","282","","TRUE","mb-3 grid grid-cols-1 gap-3 md:grid-cols-3","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqForumAdminPanel.tsx","342","","TRUE","hq-panel flex items-center justify-between gap-3 p-4","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqKeepAlivePane.tsx","17","","TRUE","","false","false","false","false","false","false","true","div","SAFE-presentation-wrapper"
"src/app/components/admin/HqMailHealthStrip.tsx","52","","TRUE","cn('hq-ops-pulse-cell'; tone === 'ok' ? 'hq-ops-pulse-ok' : 'hq-ops-pulse-warn')","false","false","false","false","false","false","false","div","SAFE-presentation-wrapper"
